ID,X,Y,spud year,Direction,
Fut-OW-00437,6.159853E+05,3.558420E+06,2023,H,
Fut-OW-00438,6.336936E+05,3.576764E+06,2024,H,
Fut-OW-00439,6.231305E+05,3.544043E+06,2024,H,
Fut-OW-00440,6.259910E+05,3.544972E+06,2022,H,
Fut-OW-00441,6.149179E+05,3.556083E+06,2023,H,
Fut-OW-00442,6.262331E+05,3.567809E+06,2037,H,
Fut-OW-00443,6.186228E+05,3.576454E+06,2028,H,
Fut-OW-00444,6.229031E+05,3.561809E+06,2033,H,
Fut-OW-00445,6.322214E+05,3.560708E+06,2043,H,
Fut-OW-00446,6.156674E+05,3.556058E+06,2043,H,
Fut-OW-00447,6.122450E+05,3.549039E+06,2024,H,
Fut-OW-00448,6.340701E+05,3.557455E+06,2027,H,
Fut-OW-00449,6.180952E+05,3.573137E+06,2039,H,
Fut-OW-00450,6.281313E+05,3.550724E+06,2038,H,
Fut-OW-00451,6.131107E+05,3.573943E+06,2033,H,
Fut-OW-00452,6.197902E+05,3.575899E+06,2039,H,
Fut-OW-00453,6.248790E+05,3.566640E+06,2036,H,
Fut-OW-00454,6.180561E+05,3.560445E+06,2035,H,
Fut-OW-00455,6.201441E+05,3.566957E+06,2043,H,
Fut-OW-00456,6.312010E+05,3.571879E+06,2034,H,
Fut-OW-00457,6.043946E+05,3.569438E+06,2039,H,
Fut-OW-00458,6.210980E+05,3.556090E+06,2028,H,
Fut-OW-00459,6.313108E+05,3.560547E+06,2033,H,
Fut-OW-00460,6.114896E+05,3.568790E+06,2046,H,
Fut-OW-00461,6.314279E+05,3.566526E+06,2031,H,
Fut-OW-00462,6.208668E+05,3.563629E+06,2025,H,
Fut-OW-00463,6.337221E+05,3.574176E+06,2026,H,
Fut-OW-00464,6.238030E+05,3.556126E+06,2035,H,
Fut-OW-00465,6.348946E+05,3.561853E+06,2022,H,
Fut-OW-00466,6.052771E+05,3.542677E+06,2022,H,
Fut-OW-00467,6.059468E+05,3.545492E+06,2038,H,
Fut-OW-00468,6.141826E+05,3.567363E+06,2033,H,
Fut-OW-00469,6.106574E+05,3.561917E+06,2037,H,
Fut-OW-00470,6.241382E+05,3.543496E+06,2031,H,
Fut-OW-00471,6.051231E+05,3.542548E+06,2030,H,
Fut-OW-00472,6.345866E+05,3.577550E+06,2046,H,
Fut-OW-00473,6.177733E+05,3.564371E+06,2024,H,
Fut-OW-00474,6.343460E+05,3.567020E+06,2022,H,
Fut-OW-00475,6.279990E+05,3.558949E+06,2027,H,
Fut-OW-00476,6.245434E+05,3.567289E+06,2035,H,
Fut-OW-00477,6.286288E+05,3.569755E+06,2027,H,
Fut-OW-00478,6.188269E+05,3.576650E+06,2036,H,
Fut-OW-00479,6.253496E+05,3.563942E+06,2046,H,
Fut-OW-00480,6.336159E+05,3.572918E+06,2045,H,
Fut-OW-00481,6.163525E+05,3.566717E+06,2038,H,
Fut-OW-00482,6.175876E+05,3.564468E+06,2022,H,
Fut-OW-00483,6.144508E+05,3.555428E+06,2023,H,
Fut-OW-00484,6.278332E+05,3.562942E+06,2023,H,
Fut-OW-00485,6.142199E+05,3.566444E+06,2022,H,
Fut-OW-00486,6.209130E+05,3.548650E+06,2032,H,
Fut-OW-00487,6.294600E+05,3.550132E+06,2042,H,
Fut-OW-00488,6.166349E+05,3.558483E+06,2046,H,
Fut-OW-00489,6.292263E+05,3.558974E+06,2030,H,
Fut-OW-00490,6.137288E+05,3.564312E+06,2037,H,
Fut-OW-00491,6.208679E+05,3.546249E+06,2022,H,
Fut-OW-00492,6.048804E+05,3.564846E+06,2032,H,
Fut-OW-00493,6.086542E+05,3.561148E+06,2026,H,
Fut-OW-00494,6.280639E+05,3.569798E+06,2031,H,
Fut-OW-00495,6.114809E+05,3.573984E+06,2044,H,
Fut-OW-00496,6.138138E+05,3.563654E+06,2030,H,
Fut-OW-00497,6.155273E+05,3.566411E+06,2038,H,
Fut-OW-00498,6.293784E+05,3.545034E+06,2040,H,
Fut-OW-00499,6.272715E+05,3.555673E+06,2025,H,
Fut-OW-00500,6.060368E+05,3.564518E+06,2027,H,
Fut-OW-00501,6.231697E+05,3.575368E+06,2029,H,
Fut-OW-00502,6.293428E+05,3.551265E+06,2022,H,
Fut-OW-00503,6.293902E+05,3.562541E+06,2028,H,
Fut-OW-00504,6.100482E+05,3.574263E+06,2042,H,
Fut-OW-00505,6.143881E+05,3.544886E+06,2040,H,
Fut-OW-00506,6.198294E+05,3.575976E+06,2023,H,
Fut-OW-00507,6.093556E+05,3.559637E+06,2027,H,
Fut-OW-00508,6.319081E+05,3.556578E+06,2040,H,
Fut-OW-00509,6.181723E+05,3.564389E+06,2023,H,
Fut-OW-00510,6.265690E+05,3.560181E+06,2040,H,
Fut-OW-00511,6.345222E+05,3.573571E+06,2034,H,
Fut-OW-00512,6.063271E+05,3.562339E+06,2044,H,
Fut-OW-00513,6.248447E+05,3.566417E+06,2039,H,
Fut-OW-00514,6.076964E+05,3.577205E+06,2032,H,
Fut-OW-00515,6.071966E+05,3.561924E+06,2023,H,
Fut-OW-00516,6.237240E+05,3.566048E+06,2039,H,
Fut-OW-00517,6.192306E+05,3.556780E+06,2027,H,
Fut-OW-00518,6.230176E+05,3.557998E+06,2041,H,
Fut-OW-00519,6.128203E+05,3.543862E+06,2038,H,
Fut-OW-00520,6.181788E+05,3.553738E+06,2024,H,
Fut-OW-00521,6.345928E+05,3.577065E+06,2026,H,
Fut-OW-00522,6.138807E+05,3.564922E+06,2029,H,
Fut-OW-00523,6.178771E+05,3.549151E+06,2045,H,
Fut-OW-00524,6.178054E+05,3.548240E+06,2033,H,
Fut-OW-00525,6.331477E+05,3.573276E+06,2026,H,
Fut-OW-00526,6.231739E+05,3.569780E+06,2044,H,
Fut-OW-00527,6.144868E+05,3.568755E+06,2021,H,
Fut-OW-00528,6.073874E+05,3.567066E+06,2038,H,
Fut-OW-00529,6.097179E+05,3.550874E+06,2024,H,
Fut-OW-00530,6.044929E+05,3.553625E+06,2023,H,
Fut-OW-00531,6.262259E+05,3.567952E+06,2041,H,
Fut-OW-00532,6.257051E+05,3.546505E+06,2023,H,
Fut-OW-00533,6.179996E+05,3.550623E+06,2037,H,
Fut-OW-00534,6.092319E+05,3.566533E+06,2046,H,
Fut-OW-00535,6.205610E+05,3.552150E+06,2035,H,
Fut-OW-00536,6.268014E+05,3.566066E+06,2027,H,
Fut-OW-00537,6.159873E+05,3.575844E+06,2030,H,
Fut-OW-00538,6.151515E+05,3.552117E+06,2037,H,
Fut-OW-00539,6.092219E+05,3.574979E+06,2037,H,
Fut-OW-00540,6.133142E+05,3.571391E+06,2040,H,
Fut-OW-00541,6.242877E+05,3.569547E+06,2033,H,
Fut-OW-00542,6.212845E+05,3.566481E+06,2033,H,
Fut-OW-00543,6.179695E+05,3.564008E+06,2041,H,
Fut-OW-00544,6.197816E+05,3.576121E+06,2040,H,
Fut-OW-00545,6.117928E+05,3.558615E+06,2029,H,
Fut-OW-00546,6.142933E+05,3.573841E+06,2041,H,
Fut-OW-00547,6.259574E+05,3.544162E+06,2025,H,
Fut-OW-00548,6.108208E+05,3.577475E+06,2032,H,
Fut-OW-00549,6.270212E+05,3.562655E+06,2029,H,
Fut-OW-00550,6.204660E+05,3.575624E+06,2025,H,
Fut-OW-00551,6.217100E+05,3.561960E+06,2038,H,
Fut-OW-00552,6.302790E+05,3.575452E+06,2023,H,
Fut-OW-00553,6.195252E+05,3.566443E+06,2027,H,
Fut-OW-00554,6.079506E+05,3.571113E+06,2021,H,
Fut-OW-00555,6.314270E+05,3.566987E+06,2029,H,
Fut-OW-00556,6.085808E+05,3.546262E+06,2041,H,
Fut-OW-00557,6.158985E+05,3.547585E+06,2030,H,
Fut-OW-00558,6.293183E+05,3.563441E+06,2041,H,
Fut-OW-00559,6.188733E+05,3.570487E+06,2046,H,
Fut-OW-00560,6.047499E+05,3.562172E+06,2036,H,
Fut-OW-00561,6.262096E+05,3.566272E+06,2040,H,
Fut-OW-00562,6.302191E+05,3.555877E+06,2046,H,
Fut-OW-00563,6.174253E+05,3.549295E+06,2024,H,
Fut-OW-00564,6.342516E+05,3.553886E+06,2029,H,
Fut-OW-00565,6.129988E+05,3.561658E+06,2043,H,
Fut-OW-00566,6.289448E+05,3.557836E+06,2030,H,
Fut-OW-00567,6.164949E+05,3.549420E+06,2039,H,
Fut-OW-00568,6.142041E+05,3.544250E+06,2045,H,
Fut-OW-00569,6.221555E+05,3.555554E+06,2036,H,
Fut-OW-00570,6.152779E+05,3.558326E+06,2034,H,
Fut-OW-00571,6.229325E+05,3.545681E+06,2024,H,
Fut-OW-00572,6.251883E+05,3.548282E+06,2045,H,
Fut-OW-00573,6.310181E+05,3.577686E+06,2043,H,
Fut-OW-00574,6.069200E+05,3.553764E+06,2027,H,
Fut-OW-00575,6.260398E+05,3.560218E+06,2046,H,
Fut-OW-00576,6.058814E+05,3.549525E+06,2037,H,
Fut-OW-00577,6.190018E+05,3.553113E+06,2025,H,
Fut-OW-00578,6.268928E+05,3.569245E+06,2042,H,
Fut-OW-00579,6.278980E+05,3.574452E+06,2034,H,
Fut-OW-00580,6.281264E+05,3.544049E+06,2030,H,
Fut-OW-00581,6.345015E+05,3.576833E+06,2044,H,
Fut-OW-00582,6.196912E+05,3.569043E+06,2044,H,
Fut-OW-00583,6.082957E+05,3.545111E+06,2026,H,
Fut-OW-00584,6.175449E+05,3.551204E+06,2042,H,
Fut-OW-00585,6.077802E+05,3.567697E+06,2028,H,
Fut-OW-00586,6.112372E+05,3.573222E+06,2043,H,
Fut-OW-00587,6.113749E+05,3.556732E+06,2029,H,
Fut-OW-00588,6.329170E+05,3.558686E+06,2029,H,
Fut-OW-00589,6.243893E+05,3.559995E+06,2045,H,
Fut-OW-00590,6.106200E+05,3.545839E+06,2036,H,
Fut-OW-00591,6.235114E+05,3.572890E+06,2046,H,
Fut-OW-00592,6.121561E+05,3.550726E+06,2043,H,
Fut-OW-00593,6.318749E+05,3.550146E+06,2023,H,
Fut-OW-00594,6.122947E+05,3.569290E+06,2039,H,
Fut-OW-00595,6.089587E+05,3.574155E+06,2044,H,
Fut-OW-00596,6.260403E+05,3.555739E+06,2043,H,
Fut-OW-00597,6.142878E+05,3.563340E+06,2040,H,
Fut-OW-00598,6.264238E+05,3.567885E+06,2024,H,
Fut-OW-00599,6.122425E+05,3.556267E+06,2034,H,
Fut-OW-00600,6.173357E+05,3.541923E+06,2045,H,
Fut-OW-00601,6.079598E+05,3.574546E+06,2021,H,
Fut-OW-00602,6.055760E+05,3.543360E+06,2036,H,
Fut-OW-00603,6.130853E+05,3.552459E+06,2039,H,
Fut-OW-00604,6.243905E+05,3.576972E+06,2028,H,
Fut-OW-00605,6.148517E+05,3.572953E+06,2044,H,
Fut-OW-00606,6.103539E+05,3.560169E+06,2045,H,
Fut-OW-00607,6.266054E+05,3.550041E+06,2031,H,
Fut-OW-00608,6.162053E+05,3.577609E+06,2028,H,
Fut-OW-00609,6.060521E+05,3.559996E+06,2035,H,
Fut-OW-00610,6.049308E+05,3.564543E+06,2039,H,
Fut-OW-00611,6.274561E+05,3.572140E+06,2039,H,
Fut-OW-00612,6.299795E+05,3.560177E+06,2044,H,
Fut-OW-00613,6.277913E+05,3.553097E+06,2031,H,
Fut-OW-00614,6.102450E+05,3.548946E+06,2040,H,
Fut-OW-00615,6.280850E+05,3.572277E+06,2021,H,
Fut-OW-00616,6.213239E+05,3.572978E+06,2043,H,
Fut-OW-00617,6.247986E+05,3.555517E+06,2043,H,
Fut-OW-00618,6.240249E+05,3.554615E+06,2026,H,
Fut-OW-00619,6.234854E+05,3.548815E+06,2033,H,
Fut-OW-00620,6.202896E+05,3.568320E+06,2046,H,
Fut-OW-00621,6.096218E+05,3.569000E+06,2030,H,
Fut-OW-00622,6.071331E+05,3.552571E+06,2033,H,
Fut-OW-00623,6.127394E+05,3.565598E+06,2036,H,
Fut-OW-00624,6.097906E+05,3.561317E+06,2029,H,
Fut-OW-00625,6.274471E+05,3.544132E+06,2027,H,
Fut-OW-00626,6.105648E+05,3.564123E+06,2046,H,
Fut-OW-00627,6.324962E+05,3.572918E+06,2042,H,
Fut-OW-00628,6.189538E+05,3.547948E+06,2045,H,
Fut-OW-00629,6.279562E+05,3.566931E+06,2030,H,
Fut-OW-00630,6.212808E+05,3.563258E+06,2037,H,
Fut-OW-00631,6.168921E+05,3.576131E+06,2027,H,
Fut-OW-00632,6.069021E+05,3.564882E+06,2034,H,
Fut-OW-00633,6.178169E+05,3.550728E+06,2046,H,
Fut-OW-00634,6.094874E+05,3.553630E+06,2034,H,
Fut-OW-00635,6.252920E+05,3.577254E+06,2030,H,
Fut-OW-00636,6.261728E+05,3.544037E+06,2030,H,
Fut-OW-00637,6.343331E+05,3.561748E+06,2024,H,
Fut-OW-00638,6.206724E+05,3.562237E+06,2045,H,
Fut-OW-00639,6.062742E+05,3.573862E+06,2041,H,
Fut-OW-00640,6.077741E+05,3.573042E+06,2025,H,
Fut-OW-00641,6.124302E+05,3.569595E+06,2025,H,
Fut-OW-00642,6.105895E+05,3.549074E+06,2024,H,
Fut-OW-00643,6.135354E+05,3.574137E+06,2036,H,
Fut-OW-00644,6.170854E+05,3.570841E+06,2026,H,
Fut-OW-00645,6.168094E+05,3.575419E+06,2024,H,
Fut-OW-00646,6.257128E+05,3.548566E+06,2032,H,
Fut-OW-00647,6.246323E+05,3.565669E+06,2030,H,
Fut-OW-00648,6.274913E+05,3.568529E+06,2028,H,
Fut-OW-00649,6.084505E+05,3.572835E+06,2039,H,
Fut-OW-00650,6.256828E+05,3.561263E+06,2032,H,
Fut-OW-00651,6.113688E+05,3.547307E+06,2035,H,
Fut-OW-00652,6.134172E+05,3.565235E+06,2028,H,
Fut-OW-00653,6.167874E+05,3.560104E+06,2036,H,
Fut-OW-00654,6.050007E+05,3.554177E+06,2031,H,
Fut-OW-00655,6.128867E+05,3.561631E+06,2044,H,
Fut-OW-00656,6.282335E+05,3.559854E+06,2023,H,
Fut-OW-00657,6.318480E+05,3.577007E+06,2036,H,
Fut-OW-00658,6.223169E+05,3.544382E+06,2024,H,
Fut-OW-00659,6.206564E+05,3.546715E+06,2042,H,
Fut-OW-00660,6.062430E+05,3.572802E+06,2026,H,
Fut-OW-00661,6.246369E+05,3.557609E+06,2031,H,
Fut-OW-00662,6.279207E+05,3.563316E+06,2027,H,
Fut-OW-00663,6.310652E+05,3.545009E+06,2022,H,
Fut-OW-00664,6.223395E+05,3.549067E+06,2035,H,
Fut-OW-00665,6.271739E+05,3.560450E+06,2037,H,
Fut-OW-00666,6.316912E+05,3.564220E+06,2030,H,
Fut-OW-00667,6.328334E+05,3.547343E+06,2028,H,
Fut-OW-00668,6.055029E+05,3.552925E+06,2032,H,
Fut-OW-00669,6.068680E+05,3.557842E+06,2042,H,
Fut-OW-00670,6.229903E+05,3.541999E+06,2024,H,
Fut-OW-00671,6.073238E+05,3.567190E+06,2036,H,
Fut-OW-00672,6.061605E+05,3.560619E+06,2046,H,
Fut-OW-00673,6.181402E+05,3.576394E+06,2030,H,
Fut-OW-00674,6.085059E+05,3.557737E+06,2041,H,
Fut-OW-00675,6.187883E+05,3.566773E+06,2036,H,
Fut-OW-00676,6.142194E+05,3.575101E+06,2041,H,
Fut-OW-00677,6.049069E+05,3.567486E+06,2031,H,
Fut-OW-00678,6.312972E+05,3.541422E+06,2038,H,
Fut-OW-00679,6.104357E+05,3.576367E+06,2045,H,
Fut-OW-00680,6.091407E+05,3.543842E+06,2021,H,
Fut-OW-00681,6.272583E+05,3.573825E+06,2037,H,
Fut-OW-00682,6.048644E+05,3.568353E+06,2026,H,
Fut-OW-00683,6.329041E+05,3.543049E+06,2042,H,
Fut-OW-00684,6.165937E+05,3.545605E+06,2024,H,
Fut-OW-00685,6.343319E+05,3.552062E+06,2040,H,
Fut-OW-00686,6.277524E+05,3.574307E+06,2022,H,
Fut-OW-00687,6.319933E+05,3.572223E+06,2041,H,
Fut-OW-00688,6.191827E+05,3.562901E+06,2025,H,
Fut-OW-00689,6.253065E+05,3.546906E+06,2038,H,
Fut-OW-00690,6.208864E+05,3.573748E+06,2041,H,
Fut-OW-00691,6.126868E+05,3.562935E+06,2042,H,
Fut-OW-00692,6.125958E+05,3.548252E+06,2046,H,
Fut-OW-00693,6.179330E+05,3.546422E+06,2039,H,
Fut-OW-00694,6.343095E+05,3.574734E+06,2029,H,
Fut-OW-00695,6.312874E+05,3.549445E+06,2021,H,
Fut-OW-00696,6.059584E+05,3.566534E+06,2036,H,
Fut-OW-00697,6.233053E+05,3.577692E+06,2037,H,
Fut-OW-00698,6.057494E+05,3.571217E+06,2023,H,
Fut-OW-00699,6.194106E+05,3.559923E+06,2027,H,
Fut-OW-00700,6.298822E+05,3.546622E+06,2032,H,
Fut-OW-00701,6.110142E+05,3.560979E+06,2037,H,
Fut-OW-00702,6.199876E+05,3.549066E+06,2041,H,
Fut-OW-00703,6.223420E+05,3.542797E+06,2037,H,
Fut-OW-00704,6.288870E+05,3.571513E+06,2024,H,
Fut-OW-00705,6.271449E+05,3.568691E+06,2021,H,
Fut-OW-00706,6.047714E+05,3.553315E+06,2041,H,
Fut-OW-00707,6.133615E+05,3.568420E+06,2030,H,
Fut-OW-00708,6.151661E+05,3.565029E+06,2025,H,
Fut-OW-00709,6.288477E+05,3.567727E+06,2030,H,
Fut-OW-00710,6.097072E+05,3.569852E+06,2030,H,
Fut-OW-00711,6.202656E+05,3.552938E+06,2023,H,
Fut-OW-00712,6.044441E+05,3.542885E+06,2022,H,
Fut-OW-00713,6.260828E+05,3.572097E+06,2022,H,
Fut-OW-00714,6.222113E+05,3.543250E+06,2041,H,
Fut-OW-00715,6.051758E+05,3.566665E+06,2023,H,
Fut-OW-00716,6.067625E+05,3.555349E+06,2038,H,
Fut-OW-00717,6.076433E+05,3.574160E+06,2035,H,
Fut-OW-00718,6.132068E+05,3.550882E+06,2029,H,
Fut-OW-00719,6.125483E+05,3.545705E+06,2034,H,
Fut-OW-00720,6.186369E+05,3.574981E+06,2032,H,
Fut-OW-00721,6.042084E+05,3.561368E+06,2026,H,
Fut-OW-00722,6.272739E+05,3.557879E+06,2024,H,
Fut-OW-00723,6.328471E+05,3.561319E+06,2030,H,
Fut-OW-00724,6.170824E+05,3.555209E+06,2032,H,
Fut-OW-00725,6.244347E+05,3.566867E+06,2034,H,
Fut-OW-00726,6.124948E+05,3.563039E+06,2045,H,
Fut-OW-00727,6.334414E+05,3.544539E+06,2038,H,
Fut-OW-00728,6.188226E+05,3.567776E+06,2021,H,
Fut-OW-00729,6.135854E+05,3.562785E+06,2026,H,
Fut-OW-00730,6.271029E+05,3.541908E+06,2025,H,
Fut-OW-00731,6.276658E+05,3.562555E+06,2034,H,
Fut-OW-00732,6.230313E+05,3.556649E+06,2026,H,
Fut-OW-00733,6.201646E+05,3.551372E+06,2032,H,
Fut-OW-00734,6.046177E+05,3.543181E+06,2043,H,
Fut-OW-00735,6.326229E+05,3.555296E+06,2046,H,
Fut-OW-00736,6.048418E+05,3.544912E+06,2028,H,
Fut-OW-00737,6.320522E+05,3.555545E+06,2045,H,
Fut-OW-00738,6.207273E+05,3.547087E+06,2021,H,
Fut-OW-00739,6.141308E+05,3.559380E+06,2034,H,
Fut-OW-00740,6.323375E+05,3.543362E+06,2043,H,
Fut-OW-00741,6.116011E+05,3.574566E+06,2027,H,
Fut-OW-00742,6.329678E+05,3.555049E+06,2034,H,
Fut-OW-00743,6.093808E+05,3.552759E+06,2023,H,
Fut-OW-00744,6.143298E+05,3.569974E+06,2036,H,
Fut-OW-00745,6.114342E+05,3.545495E+06,2032,H,
Fut-OW-00746,6.101742E+05,3.577187E+06,2024,H,
Fut-OW-00747,6.112323E+05,3.570337E+06,2046,H,
Fut-OW-00748,6.074815E+05,3.567281E+06,2032,H,
Fut-OW-00749,6.286396E+05,3.543375E+06,2032,H,
Fut-OW-00750,6.247237E+05,3.545640E+06,2042,H,
Fut-OW-00751,6.347766E+05,3.570105E+06,2027,H,
Fut-OW-00752,6.191563E+05,3.577050E+06,2025,H,
Fut-OW-00753,6.155358E+05,3.552745E+06,2036,H,
Fut-OW-00754,6.178382E+05,3.572827E+06,2033,H,
Fut-OW-00755,6.156807E+05,3.559259E+06,2030,H,
Fut-OW-00756,6.176142E+05,3.551697E+06,2039,H,
Fut-OW-00757,6.110477E+05,3.555382E+06,2023,H,
Fut-OW-00758,6.231539E+05,3.569675E+06,2032,H,
Fut-OW-00759,6.195453E+05,3.548327E+06,2039,H,
Fut-OW-00760,6.275560E+05,3.555439E+06,2027,H,
Fut-OW-00761,6.158918E+05,3.557987E+06,2022,H,
Fut-OW-00762,6.242596E+05,3.573785E+06,2043,H,
Fut-OW-00763,6.054414E+05,3.558923E+06,2029,H,
Fut-OW-00764,6.153964E+05,3.571671E+06,2028,H,
Fut-OW-00765,6.209478E+05,3.560183E+06,2045,H,
Fut-OW-00766,6.099493E+05,3.563347E+06,2034,H,
Fut-OW-00767,6.220822E+05,3.571324E+06,2026,H,
Fut-OW-00768,6.131481E+05,3.551148E+06,2036,H,
Fut-OW-00769,6.081531E+05,3.573572E+06,2041,H,
Fut-OW-00770,6.151464E+05,3.577473E+06,2031,H,
Fut-OW-00771,6.163487E+05,3.554655E+06,2036,H,
Fut-OW-00772,6.247418E+05,3.545405E+06,2037,H,
Fut-OW-00773,6.205663E+05,3.556007E+06,2034,H,
Fut-OW-00774,6.262268E+05,3.546248E+06,2046,H,
Fut-OW-00775,6.155447E+05,3.562402E+06,2043,H,
Fut-OW-00776,6.292784E+05,3.549383E+06,2027,H,
Fut-OW-00777,6.157326E+05,3.551968E+06,2027,H,
Fut-OW-00778,6.124612E+05,3.573337E+06,2036,H,
Fut-OW-00779,6.191096E+05,3.560958E+06,2041,H,
Fut-OW-00780,6.290220E+05,3.544654E+06,2033,H,
Fut-OW-00781,6.347915E+05,3.551329E+06,2035,H,
Fut-OW-00782,6.126531E+05,3.558521E+06,2040,H,
Fut-OW-00783,6.046097E+05,3.573210E+06,2022,H,
Fut-OW-00784,6.322547E+05,3.567346E+06,2041,H,
Fut-OW-00785,6.166051E+05,3.553090E+06,2028,H,
Fut-OW-00786,6.222256E+05,3.558797E+06,2021,H,
Fut-OW-00787,6.289899E+05,3.555287E+06,2023,H,
Fut-OW-00788,6.157926E+05,3.571920E+06,2025,H,
Fut-OW-00789,6.244690E+05,3.541704E+06,2044,H,
Fut-OW-00790,6.167934E+05,3.556108E+06,2043,H,
Fut-OW-00791,6.232436E+05,3.557322E+06,2046,H,
Fut-OW-00792,6.153467E+05,3.544123E+06,2042,H,
Fut-OW-00793,6.244414E+05,3.558437E+06,2044,H,
Fut-OW-00794,6.244373E+05,3.556088E+06,2032,H,
Fut-OW-00795,6.129333E+05,3.551772E+06,2040,H,
Fut-OW-00796,6.309309E+05,3.571138E+06,2023,H,
Fut-OW-00797,6.162914E+05,3.561750E+06,2045,H,
Fut-OW-00798,6.324613E+05,3.545386E+06,2042,H,
Fut-OW-00799,6.295934E+05,3.543857E+06,2043,H,
Fut-OW-00800,6.139057E+05,3.568465E+06,2026,H,
Fut-OW-00801,6.179359E+05,3.557606E+06,2029,H,
Fut-OW-00802,6.337085E+05,3.542099E+06,2022,H,
Fut-OW-00803,6.055123E+05,3.544038E+06,2038,H,
Fut-OW-00804,6.146393E+05,3.573530E+06,2029,H,
Fut-OW-00805,6.118969E+05,3.543562E+06,2038,H,
Fut-OW-00806,6.243297E+05,3.569545E+06,2037,H,
Fut-OW-00807,6.292453E+05,3.565953E+06,2042,H,
Fut-OW-00808,6.215626E+05,3.576316E+06,2032,H,
Fut-OW-00809,6.261837E+05,3.545641E+06,2026,H,
Fut-OW-00810,6.157103E+05,3.554639E+06,2026,H,
Fut-OW-00811,6.296074E+05,3.577535E+06,2035,H,
Fut-OW-00812,6.311526E+05,3.558815E+06,2025,H,
Fut-OW-00813,6.054245E+05,3.543403E+06,2032,H,
Fut-OW-00814,6.250181E+05,3.562679E+06,2041,H,
Fut-OW-00815,6.104075E+05,3.554670E+06,2040,H,
Fut-OW-00816,6.189172E+05,3.555961E+06,2030,H,
Fut-OW-00817,6.138281E+05,3.563651E+06,2027,H,
Fut-OW-00818,6.324546E+05,3.542440E+06,2039,H,
Fut-OW-00819,6.091156E+05,3.576877E+06,2032,H,
Fut-OW-00820,6.084998E+05,3.556712E+06,2022,H,
Fut-OW-00821,6.279750E+05,3.574101E+06,2036,H,
Fut-OW-00822,6.340559E+05,3.567710E+06,2035,H,
Fut-OW-00823,6.094668E+05,3.576466E+06,2045,H,
Fut-OW-00824,6.292476E+05,3.571401E+06,2027,H,
Fut-OW-00825,6.110777E+05,3.549382E+06,2032,H,
Fut-OW-00826,6.219726E+05,3.575160E+06,2036,H,
Fut-OW-00827,6.259212E+05,3.559619E+06,2031,H,
Fut-OW-00828,6.171581E+05,3.543768E+06,2027,H,
Fut-OW-00829,6.171945E+05,3.551483E+06,2024,H,
Fut-OW-00830,6.198929E+05,3.563980E+06,2046,H,
Fut-OW-00831,6.147726E+05,3.563985E+06,2037,H,
Fut-OW-00832,6.294750E+05,3.557210E+06,2031,H,
Fut-OW-00833,6.242641E+05,3.562521E+06,2030,H,
Fut-OW-00834,6.176297E+05,3.554864E+06,2042,H,
Fut-OW-00835,6.311189E+05,3.577638E+06,2039,H,
Fut-OW-00836,6.089549E+05,3.567891E+06,2032,H,
Fut-OW-00837,6.049228E+05,3.546765E+06,2029,H,
Fut-OW-00838,6.222962E+05,3.568237E+06,2035,H,
Fut-OW-00839,6.315159E+05,3.547197E+06,2034,H,
Fut-OW-00840,6.274406E+05,3.552637E+06,2031,H,
Fut-OW-00841,6.341668E+05,3.557501E+06,2045,H,
Fut-OW-00842,6.178423E+05,3.558211E+06,2034,H,
Fut-OW-00843,6.267543E+05,3.572640E+06,2031,H,
Fut-OW-00844,6.186678E+05,3.552956E+06,2024,H,
Fut-OW-00845,6.237256E+05,3.576854E+06,2045,H,
Fut-OW-00846,6.092211E+05,3.562447E+06,2040,H,
Fut-OW-00847,6.325509E+05,3.558718E+06,2037,H,
Fut-OW-00848,6.079719E+05,3.568632E+06,2034,H,
Fut-OW-00849,6.067734E+05,3.560391E+06,2035,H,
Fut-OW-00850,6.171112E+05,3.574066E+06,2036,H,
Fut-OW-00851,6.254654E+05,3.555059E+06,2022,H,
Fut-OW-00852,6.267552E+05,3.542852E+06,2029,H,
Fut-OW-00853,6.093901E+05,3.560901E+06,2044,H,
Fut-OW-00854,6.182557E+05,3.570450E+06,2046,H,
Fut-OW-00855,6.103756E+05,3.545822E+06,2030,H,
Fut-OW-00856,6.232553E+05,3.575768E+06,2045,H,
Fut-OW-00857,6.290941E+05,3.572342E+06,2029,H,
Fut-OW-00858,6.256670E+05,3.564408E+06,2045,H,
Fut-OW-00859,6.087094E+05,3.559676E+06,2042,H,
Fut-OW-00860,6.132419E+05,3.552259E+06,2036,H,
Fut-OW-00861,6.239177E+05,3.552843E+06,2037,H,
Fut-OW-00862,6.108081E+05,3.557475E+06,2037,H,
Fut-OW-00863,6.100268E+05,3.566824E+06,2043,H,
Fut-OW-00864,6.217463E+05,3.545842E+06,2039,H,
Fut-OW-00865,6.161380E+05,3.541643E+06,2029,H,
Fut-OW-00866,6.136646E+05,3.576595E+06,2027,H,
Fut-OW-00867,6.246760E+05,3.572972E+06,2041,H,
Fut-OW-00868,6.075694E+05,3.566331E+06,2034,H,
Fut-OW-00869,6.195056E+05,3.571722E+06,2024,H,
Fut-OW-00870,6.313499E+05,3.544345E+06,2028,H,
Fut-OW-00871,6.223921E+05,3.575131E+06,2036,H,
Fut-OW-00872,6.095087E+05,3.577638E+06,2037,H,
